Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Country,State,City,Region,Postal_Code,Product_ID,Product_Name,Category,Sub_Category,Brand,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Profit_Margin,Ship_Mode,Shipping_Cost,Payment_Method,Order_Status,Salesperson,Return_Status,Customer_Rating
ORD012438,2023-03-02,2023-03-01,CUST05614, Singh,Corporate,INDIA,Maharashtra,Mumbai,,112190,P02110,Chair 2025,Tech,Paper,,10,3896.28,-0.1,42859.08000000001,2391.84,18940.68,44.19,Express,381.35,UPI,Shipped,Anjali,No,1
ORD027453,"Nov 07, 2023",2023-11-09,CUST10428,Vikas Khan,Consumer,India,Tamil Nadu,,North,ABC123,P01731,Mouse Max,Office Supplies,Paper,Nova,6,4833.16,0.45,15949.428000000002,3792.89,-6807.91,-42.68,standard ,115.97,,Cancelled,Karan,No,5
ORD034590,"Feb 05, 2025",2025-02-14,CUST13278,Sneha Singh,Consumer,,Delhi, MUMBAI ,South,,P02295,Laptop 2025,Office Supplies,Paper,Prime,10,3978.71,0.41,23474.389000000003,2408.97,-615.31,-2.62,Standard,186.5,,Cancelled,Meera,Yes,
ORD028518,2025-02-28,2025-03-13,CUST05754, Singh,Corporate,UAE,Delhi,Pune,,400001 ,P02929,Notebook 2025,Furniture,Chair,,7,3999.77,-0.1,30798.229000000003,2396.41,14023.36,45.53,Express,465.02,Net Banking,Shipped,Anjali,No,2
ORD004181,2025-02-01,2025-02-15,CUST14295,Sneha Sharma, consumer ,USA,Gujarat,Chennai,North,874468,P00530,Laptop ,Office Supplies,Paper,Acme,18,953.56,0.24,13044.700799999999,824.81,-1801.88,-13.81,Same Day,469.91,Net Banking,Delivered,Karan,Yes,
ORD018763,"Dec 15, 2024",2024-12-15,CUST03641,John Singh,Consumer,INDIA,Karnataka,Hydrabad,North,,P00771,Laptop X,Technology,Phone,Zen,3,1352.97,0.27,2963.0042999999996,786.44,603.68,20.37,Standard,384.38,Net Banking,Cancelled,Karan,No,Five
ORD018725,2024-07-10,2024-07-19,CUST07679,John Singh,Home Office,India,Karnataka, MUMBAI ,South,,P02484,Desk Max,Technology,Laptop,Zen,16,1038.3,,16612.8,870.3,2688.0,16.18,Same Day,178.76,COD,Delivered,Anjali,No,2
ORD028204,10/07/2024,2024-07-24,CUST09057,John Sharma,Home Office,UAE,Delhi,Pune,South,303842,P00589,Mouse Max,Office Supplies,Paper,,17,3035.25,0.33,34571.4975,2055.01,-363.67,-1.05,Same Day,210.26,,Delivered,Meera,,2
ORD038569,23/02/2025,2025-03-05,CUST02105, Khan,Home Office,India,,Delhi,North,400001 ,P01234,Notebook X,Furniture,Chair,,15,3434.35,,51515.25,2950.95,7251.0,14.08,standard ,65.0,COD,Cancelled,Meera,Yes,Five
ORD015872,21/09/2024,2024-09-26,CUST12940,Sneha Patel,Consumer,UAE,Karnataka,Pune,North,ABC123,P01419,Phone X,Furniture,Chair,Acme,9,382.05,,3438.4500000000003,250.26,1186.11,34.5,Express,431.18,Card,Cancelled,Meera,Yes,Five
ORD004448,03/10/2024,2024-10-16,CUST12004,Priya Sharma,Corporate,india,,Bengaluru,South,ABC123,P01750,Desk Pro,Furniture,Table,,12,2375.62,,28507.44,2003.7,4463.04,15.66,Same Day,178.03,Cash,Shipped,Anjali,Yes,4
ORD012112,"Nov 09, 2023",2023-11-18,CUST14249,Amit Sharma,Corporate,india,Maharastra, MUMBAI ,South,400001 ,P02285,Laptop X,Furniture,Chair,Acme,2,1797.59,,3595.18,928.53,1738.12,48.35,standard ,313.03,Net Banking,Pending,,No,4
ORD025640,"May 10, 2025",,CUST08278,Amit Sharma,Corporate,,,,West,ABC123,P02553,Chair 2025,Office Supplies,Paper,Prime,11,2896.02,,31856.22,1877.58,11202.84,35.17,Express,260.4,Card,Cancelled,Rohit,Yes,1
ORD015743,2025-05-27,2025-05-25,CUST13126,Priya Khan,Consumer,,,Mumbai,North,ABC123,P02782,Chair ,Technology,Phone,Prime,12,4100.7,1.2,-9841.679999999997,2906.46,-44719.2,454.39,standard ,212.77,Card,Pending,Anjali,No,Five
ORD015788,"May 11, 2025",2025-05-22,CUST02715,Aditya Patel,Home Office,USA,Tamil Nadu,Delhi,South,400001 ,P02057,Chair X,Furniture,Chair,Acme,4,1687.42,0.04,6479.6928,741.43,3513.97,54.23,Standard,236.87,COD,Pending,Rohit,,2
ORD017791,"Mar 27, 2025",2025-03-30,CUST01339,Rahul Patel,Corporate,USA,Maharashtra,,South,400001 ,P02417,Phone 2025,Technology,Laptop,Acme,17,3008.28,1.2,-10228.151999999998,1284.84,-32070.43,313.55,Standard,174.39,COD,Pending,Rohit,Yes,4
ORD033195,"Jan 27, 2024",2024-02-02,CUST01383,Amit ,Consumer,,,Delhi,,ABC123,P01705,Notebook Pro,Furniture,Table,Acme,10,3029.69,,30296.9,2142.74,8869.5,29.28,Express,241.77,Card,Delivered,,,4
ORD005276,2023-11-15,2023-11-23,CUST00619,Sara Sharma, consumer ,India,Gujarat,Chennai,North,400001 ,P01831,Mouse X,Technology,Laptop,Nova,5,2873.04,,14365.2,2273.85,2995.95,20.86,Express,77.63,Card,Shipped,Anjali,Yes,Five
ORD029974,2024-03-22,2024-03-24,CUST04388,John Khan,Consumer,,Maharashtra,,South,ABC123,P00188,Mouse ,Technology,Laptop,,18,1787.51,0.11,28635.910200000002,1583.47,133.45,0.47,standard ,381.05,Net Banking,Cancelled,Meera,,5
ORD001709,"Mar 20, 2023",2023-03-31,CUST02216,Sara Khan,Corporate,USA,Delhi,Pune,South,ABC123,P01826,Laptop X,Office Supplies,Paper,Acme,9,3054.67,-0.1,30241.233,1232.34,19150.17,63.32,Standard,185.93,Card,Shipped,Karan,No,2
ORD001102,27/08/2023,2023-08-27,CUST11462,Vikas ,Corporate,,Tamil Nadu,Chennai,North,400001 ,P02541,Laptop Pro,Technology,Laptop,,7,4279.01,0.38,18570.9034,3771.26,-7827.92,-42.15,standard ,448.98,COD,Delivered,Meera,,5
ORD028154,"Jul 09, 2024",2024-07-08,CUST12433,Rahul Khan,Corporate,india,Gujarat,Bengaluru,East,922518,P00319,Mouse Max,Technology,Phone,Nova,14,3078.47,-0.1,47408.437999999995,1601.72,24984.36,52.7,Same Day,412.18,UPI,Cancelled,,,
ORD028376,01/01/2025,2025-01-15,CUST04779,Vikas ,Corporate,INDIA,Gujarat, MUMBAI ,East,ABC123,P02432,Laptop Pro,Office Supplies,Paper,Prime,1,4493.95,,4493.95,1864.54,2629.41,58.51,standard ,113.72,,Pending,Karan,No,1
ORD011723,25/01/2025,2025-02-03,CUST00460,John Sharma,Consumer,India,Maharashtra,Pune,,400001 ,P02457,Mouse X,Tech,Phone,Zen,9,2405.29,,21647.61,1730.03,6077.34,28.07,Same Day,359.2,Card,Shipped,,Yes,
ORD002425,2023-01-29,2023-02-05,CUST03173,Aditya Patel,Corporate,India,Karnataka, MUMBAI ,,,P01557,Notebook 2025,Furniture,Chair,,19,3508.01,,66652.19,2907.73,11405.32,17.11,Standard,85.11,Net Banking,Shipped,,Yes,2
ORD036256,2023-02-12,2023-02-14,CUST03642,Priya Patel,Consumer,UAE,,Mumbai,East,ABC123,P00773,Phone ,Technology,Laptop,Zen,7,2217.3,0.5,7760.550000000001,1478.37,-2588.04,-33.35,standard ,20.17,Net Banking,Shipped,Karan,,3
ORD003520,"Apr 05, 2025",2025-04-16,CUST12151,Aditya Patel,Consumer,INDIA,Maharastra,,,400001 ,P01217,Phone ,Office Supplies,Paper,,7,516.19,-0.1,3974.663000000001,264.5,2123.16,53.42,standard ,307.02,COD,Shipped,Anjali,Yes,5
ORD036094,22/07/2023,2023-07-31,CUST06084,John Singh,Corporate,India,Gujarat,Bengaluru,South,ABC123,P02225,Phone Max,Technology,Phone,Acme,15,2957.71,0.47,23513.794500000004,2056.4,-7332.21,-31.18,standard ,128.94,UPI,Pending,Meera,,3
ORD013204,"Nov 05, 2023",2023-11-08,CUST09709,Sara Khan,Home Office,UAE,Delhi, MUMBAI ,North,983689,P02339,Laptop Max,Technology,Laptop,,16,3680.61,-0.1,64778.736000000004,3137.56,14577.78,22.5,standard ,68.69,Card,Cancelled,Meera,Yes,Five
ORD016443,2024-12-24,2025-01-02,CUST11423,Aditya Singh,Corporate,USA,,,West,ABC123,P00567,Chair 2025,Furniture,Table,,15,1884.11,-0.1,31087.815,1255.58,12254.12,39.42,Express,118.41,COD,Pending,,No,5
ORD006869,"Sep 29, 2024",2024-10-08,CUST01352,Aditya Patel,Consumer,,Karnataka, MUMBAI ,South,558031,P00571,Desk X,Furniture,Chair,Nova,6,3497.93,,20987.579999999998,2090.54,8444.34,40.23,Same Day,369.4,Net Banking,Shipped,,Yes,5
ORD007132,2024-08-05,2024-08-16,CUST14050,Rahul Singh,Corporate,INDIA,Tamil Nadu,Pune,,400001 ,P02319,Phone Max,Furniture,Chair,Zen,3,3606.49,1.2,-2163.8939999999993,2194.25,-8746.64,404.21,Express,369.73,Card,Delivered,,Yes,4
ORD026942,2023-09-26,2023-10-03,CUST08354,John Singh,Home Office,,Maharastra,Delhi,West,400001 ,P02938,Desk ,Technology,Phone,Zen,10,2532.92,0.18,20769.944000000003,1589.06,4879.34,23.49,Standard,379.19,COD,Delivered,Karan,,1
ORD041952,"Jan 18, 2024",2024-02-02,CUST13842,Priya Sharma,Corporate,INDIA,Karnataka, MUMBAI ,,875359,P01463,Desk ,Office Supplies,Paper,Nova,1,720.99,,720.99,566.75,154.24,21.39,standard ,187.6,Card,Cancelled,Karan,No,5
ORD029136,"Dec 02, 2023",2023-12-12,CUST11844,Vikas ,Home Office,india,Karnataka,,North,ABC123,P00301,Mouse Pro,Furniture,Table,Acme,8,2355.27,-0.1,20726.376,1185.07,11245.82,54.26,Express,441.94,,Shipped,Meera,Yes,
ORD040445,2024-05-04,2024-05-03,CUST10838,Priya Khan,Home Office,INDIA,Gujarat,Bengaluru,East,ABC123,P02442,Mouse Max,Technology,Phone,Nova,8,2081.77,-0.1,18319.576,879.44,11284.06,61.6,Same Day,418.17,,Cancelled,Rohit,,4
ORD031470,"Jan 08, 2024",2024-01-15,CUST14983,Aditya Patel,Home Office,india,Maharashtra,,,400001 ,P01144,Desk 2025,Furniture,Table,,14,3902.57,-0.1,60099.57800000001,2819.08,20632.46,34.33,Standard,429.36,UPI,Cancelled,,No,
ORD010602,2023-03-15,2023-03-20,CUST02720, Patel,Consumer,USA,Delhi,Mumbai,East,,P02872,Mouse ,Furniture,Table,Zen,18,1080.14,1.2,-3888.5039999999995,499.33,-12876.44,331.14,Express,137.08,,Cancelled,Meera,Yes,1
ORD017337,2024-02-11,2024-02-10,CUST09814,Aditya Patel,Consumer,UAE,Karnataka,,South,420521,P00248,Phone 2025,Technology,Laptop,Acme,11,2956.91,0.01,32200.7499,2276.37,7160.68,22.24,Standard,171.5,Net Banking,Pending,Rohit,Yes,Five
ORD033294,28/01/2025,2025-02-03,CUST09539,John Khan, consumer ,,Maharastra, MUMBAI ,,417789,P01305,Phone ,Furniture,Chair,Nova,14,3719.53,-0.1,57280.76200000001,1998.72,29298.68,51.15,Express,343.36,COD,Delivered,Rohit,,Five
ORD008425,06/10/2024,2024-10-14,CUST02791,Vikas Patel,Corporate,india,Delhi,Delhi,East,ABC123,P01298,Laptop 2025,Office Supplies,Paper,Zen,1,3199.31,-0.1,3519.2410000000004,2796.63,722.61,20.53,standard ,137.74,,Shipped,,Yes,4
ORD029934,2024-10-15,2024-10-15,CUST08339,Rahul , consumer ,,Karnataka, MUMBAI ,,,P01231,Phone X,Office Supplies,Paper,,16,3190.78,0.33,34205.1616,2268.14,-2085.08,-6.1,Standard,419.7,Cash,Shipped,Karan,,Five
ORD002297,2023-04-28,2023-05-11,CUST00672, Khan, consumer ,USA,Tamil Nadu,Pune,West,ABC123,P00629,Phone Pro,Furniture,Chair,Nova,13,2165.71,0.39,17174.080299999998,1780.11,-5967.35,-34.75,Express,151.05,UPI,Cancelled,Karan,No,1
ORD030065,2024-04-16,2024-04-18,CUST11539,Aditya Singh,Corporate,India,Karnataka,Hydrabad,South,,P02397,Phone ,Technology,Phone,,13,4009.86,0.04,50043.0528,3529.81,4155.52,8.3,standard ,277.62,,Pending,Rohit,No,4
ORD012426,"Dec 21, 2023",2024-01-02,CUST09707,Aditya Patel,Corporate,,Gujarat,Hydrabad,West,ABC123,P02212,Chair X,Office Supplies,Paper,Acme,16,1071.54,1.2,-3428.927999999999,573.54,-12605.57,367.62,Express,175.36,UPI,Cancelled,Meera,,3
ORD012560,29/11/2024,2024-11-27,CUST06458,Neha Singh,Corporate,INDIA,Maharastra,,East,ABC123,P00552,Notebook X,Furniture,Table,Nova,7,730.39,-0.1,5624.003,637.19,1163.67,20.69,Standard,363.84,Net Banking,Shipped,Karan,No,Five
ORD038214,2024-07-02,2024-07-12,CUST10745,Rahul Khan, consumer ,india,, MUMBAI ,West,,P01397,Mouse X,Furniture,Table,Acme,4,₹3642.38,-0.1,16026.472000000002,1942.67,8255.79,51.51,Express,167.67,UPI,Cancelled,Anjali,,
ORD041123,23/02/2025,2025-03-02,CUST11095,Aditya Patel,Consumer,India,,Bengaluru,East,ABC123,P01794,Notebook Max,Office Supplies,Paper,,9,4337.25,,39035.25,2126.72,19894.77,50.97,Express,423.38,Cash,Delivered,Anjali,No,5
ORD029064,07/03/2023,2023-03-07,CUST09399,Aditya ,Home Office,india,Tamil Nadu,,West,,P01559,Desk Pro,Tech,Laptop,Prime,19,1583.68,,30089.920000000002,746.76,15901.48,52.85,Same Day,466.48,UPI,Pending,Meera,,Five
ORD037780,2023-05-25,2023-05-25,CUST10138,Sara ,Home Office,India,Maharashtra,,East,,P01687,Desk Max,Furniture,Table,Acme,10,4114.43,,41144.3,3281.83,8326.0,20.24,standard ,106.75,Card,Delivered,Anjali,,1
ORD004421,2024-06-25,2024-06-28,CUST04000,Sneha Sharma,Consumer,india,,Hydrabad,North,400001 ,P01008,Notebook ,Furniture,Table,Acme,3,1811.18,-0.1,5976.894,1567.53,1274.3,21.32,standard ,294.87,COD,Pending,Meera,Yes,Five
ORD041587,2025-01-06,2025-01-15,CUST04896,Vikas Khan, consumer ,USA,Maharashtra,Chennai,South,ABC123,P01336,Notebook X,Furniture,Table,Zen,5,1552.66,,7763.3,781.47,3855.95,49.67,Same Day,271.99,COD,Shipped,,No,Five
ORD038794,"Jul 22, 2024",2024-08-04,CUST05436,Priya ,Corporate,India,Tamil Nadu,Bengaluru,North,408576,P02929,Notebook Pro,Furniture,Table,Prime,16,4391.47,,70263.52,3301.85,17433.92,24.81,Same Day,477.59,UPI,Shipped,Rohit,Yes,Five
ORD041174,2024-06-07,2024-06-18,CUST00067,Rahul Sharma, consumer ,,Karnataka,Pune,East,471784,P01720,Notebook Max,Technology,Phone,Acme,0,4807.34,0.32,0.0,2235.4,0.0,,standard ,90.21,COD,Cancelled,Karan,,3
ORD035156,2025-05-24,2025-06-01,CUST12884,Priya ,Corporate,USA,Karnataka,Chennai,South,,P00001,Laptop ,Furniture,Table,Prime,12,2643.85,1.2,-6345.239999999998,1775.6,-27652.44,435.8,Same Day,297.32,Net Banking,Delivered,,Yes,
ORD015218,14/05/2023,2023-05-16,CUST07657, Singh,Corporate,INDIA,Karnataka,,North,ABC123,P00114,Phone Pro,Office Supplies,Paper,Acme,14,2892.76,,40498.64,2083.59,11328.38,27.97,Express,264.73,UPI,Cancelled,Rohit,,5
ORD017926,18/01/2025,2025-01-19,CUST14431,Sara ,Consumer,India,Delhi,Mumbai,North,,P02151,Laptop X,Technology,Laptop,Acme,14,4416.56,-0.1,68015.024,1803.38,42767.7,62.88,Express,328.5,,Delivered,Meera,No,1
ORD003573,26/04/2025,2025-05-07,CUST12992,Vikas Patel,Corporate,USA,Karnataka, MUMBAI ,,ABC123,P00071,Phone Max,Office Supplies,Paper,Nova,12,2646.38,0.15,26993.076,1307.07,11308.24,41.89,Same Day,172.09,Card,Cancelled,Karan,,5
ORD036870,2023-08-15,2023-08-16,CUST13420,Sara Patel,Home Office,USA,Maharastra,Pune,North,400001 ,P00332,Chair ,Technology,Laptop,Acme,3,454.29,1.2,-272.57399999999996,205.46,-888.95,326.13,Standard,210.15,Card,Shipped,,No,
ORD024722,2025-05-17,,CUST05471,Rahul Sharma,Consumer,india,,Chennai,South,,P01575,Phone Max,Furniture,Table,Nova,15,4429.13,,66436.95,2040.02,35836.65,53.94,Express,224.64,UPI,Pending,Karan,,3
ORD034299,2023-10-12,2023-10-18,CUST01017,Aditya Patel,Consumer,india,Gujarat,Bengaluru,,ABC123,P02193,Phone 2025,Technology,Phone,Zen,0,2398.76,,0.0,2014.25,0.0,,Standard,83.09,,Delivered,,,1
ORD001365,"Feb 17, 2024",2024-03-03,CUST02476,John Patel, consumer ,INDIA,Maharashtra,,West,304127,P00160,Chair Max,Furniture,Chair,Zen,2,4654.61,1.2,-1861.8439999999994,2177.07,-6215.98,333.86,Standard,473.88,,Pending,Rohit,No,4
ORD002889,"Jul 10, 2024",2024-07-20,CUST14238,Aditya Patel,Home Office,USA,Karnataka,Chennai,North,,P02052,Laptop Max,Furniture,Chair,Nova,6,1338.04,0.22,6262.0272,1063.26,-117.53,-1.88,Same Day,193.02,Cash,Shipped,,,4
ORD003694,"Mar 08, 2025",2025-03-23,CUST14935, ,Home Office,india,Gujarat,Hydrabad,,ABC123,P02338,Chair X,Furniture,Chair,Nova,8,2418.7,1.2,-3869.9199999999987,1829.12,-18502.88,478.12,Same Day,328.39,UPI,Pending,,,1
ORD008858,29/10/2024,2024-11-01,CUST12663,Amit Sharma,Corporate,india,Maharastra,Hydrabad,North,766271,P01064,Laptop 2025,Office Supplies,Paper,,19,324.02,,6156.379999999999,261.23,1193.01,19.38,standard ,121.71,COD,Shipped,Meera,No,2
ORD030204,2024-04-15,2024-04-22,CUST01077,Neha Singh,Corporate,India,,Chennai,,400001 ,P02903,Mouse 2025,Technology,Phone,Acme,18,3597.13,1.2,-12949.667999999998,2892.9,-65021.87,502.11,standard ,287.0,UPI,Delivered,Anjali,Yes,Five
ORD009865,2023-10-02,2023-10-11,CUST06862,Rahul Sharma, consumer ,UAE,,,South,ABC123,P00462,Phone X,Office Supplies,Paper,Zen,10,2171.53,,21715.300000000003,1172.5,9990.3,46.01,standard ,396.5,UPI,Cancelled,Meera,,5
ORD024335,"Jun 17, 2024",2024-06-25,CUST14523,Vikas Singh,Home Office,india,Gujarat,,North,,P00173,Chair 2025,Technology,Laptop,Nova,4,940.92,1.2,-752.7359999999998,415.02,-2412.82,320.54,Standard,159.51,UPI,Delivered,Rohit,,
ORD036192,"Jul 11, 2024",2024-07-19,CUST11068, Patel,Corporate,,Maharastra,Bengaluru,North,542978,P00925,Phone X,Furniture,Chair,Acme,12,4854.19,-0.1,64075.308000000005,2800.75,30466.31,47.55,Express,419.95,,Shipped,Anjali,Yes,2
ORD000586,2024-03-27,2024-03-31,CUST12898,Neha Sharma, consumer ,UAE,Karnataka,Pune,East,,P02523,Desk X,Office Supplies,Paper,Acme,13,4815.18,-0.1,68857.07400000001,2347.1,38344.77,55.69,standard ,330.58,Net Banking,Delivered,Meera,No,5
ORD020304,2023-04-23,2023-04-30,CUST13764,Priya Singh,Consumer,India,Gujarat,Hydrabad,South,ABC123,P01694,Desk X,Furniture,Chair,Prime,13,615.99,-0.1,8808.657000000001,400.89,3597.09,40.84,Express,446.96,UPI,Delivered,Anjali,Yes,4
ORD014625,"Nov 14, 2023",2023-11-19,CUST03827,Sneha Sharma,Corporate,India,Gujarat,Delhi,North,,P00851,Notebook X,Furniture,Table,,14,208.52,-0.1,3211.2080000000005,93.56,1901.37,59.21,Same Day,322.08,,Cancelled,Rohit,Yes,5
ORD011840,2023-06-26,2023-06-25,CUST06513,Rahul , consumer ,USA,,Pune,East,400001 ,P01517,Laptop 2025,Furniture,Table,Nova,15,1252.02,1.2,-3756.059999999999,1104.63,-20325.51,541.14,Standard,424.99,Cash,Delivered,Karan,,2
ORD030890,2023-03-25,2023-04-01,CUST10498,Rahul Sharma,Corporate,USA,Maharastra,Mumbai,,469985,P00359,Phone X,Office Supplies,Paper,,3,4400.77,,13202.310000000001,3322.33,3235.32,24.51,Standard,75.46,Net Banking,Pending,Karan,No,2
ORD014358,2024-12-08,2024-12-22,CUST10481,Neha Patel,Corporate,india,Maharastra,Delhi,West,,P00264,Mouse Pro,Technology,Laptop,Nova,7,682.36,0.12,4203.337600000001,564.27,253.45,6.03,standard ,320.21,COD,Shipped,Anjali,Yes,Five
ORD036396,"Sep 04, 2024",2024-09-04,CUST00579,Rahul Khan,Consumer,UAE,,Hydrabad,South,,P01590,Chair ,Technology,Laptop,Acme,14,687.14,0.45,5290.978,567.02,-2647.3,-50.03,standard ,211.29,Net Banking,Shipped,Rohit,No,
ORD015020,2024-10-02,2024-10-09,CUST02066,Priya Sharma,Consumer,india,Tamil Nadu,Delhi,North,400001 ,P00832,Desk 2025,Furniture,Table,Prime,3,3357.03,-0.1,11078.199,2693.15,2998.75,27.07,standard ,367.21,UPI,Delivered,Anjali,No,4
ORD004163,2024-06-12,2024-06-21,CUST07850,Amit Patel,Consumer,INDIA,Tamil Nadu,,West,466821,P00744,Desk X,Office Supplies,Paper,Prime,19,168.2,,3195.7999999999997,73.91,1791.51,56.06,Express,291.27,Cash,Pending,Meera,Yes,3
ORD031931,13/01/2024,2024-01-28,CUST07824,Sneha Singh, consumer ,UAE,Gujarat,Mumbai,,,P00355,Notebook 2025,Furniture,Table,,16,3765.79,,60252.64,2873.39,14278.4,23.7,Same Day,469.91,Net Banking,Cancelled,Karan,Yes,Five
ORD026592,"Jul 02, 2024",2024-07-05,CUST07878,Amit Khan, consumer ,UAE,Gujarat, MUMBAI ,East,400001 ,P00769,Laptop 2025,Technology,Phone,,3,1752.38,-0.1,5782.854000000001,725.32,3606.89,62.37,standard ,149.45,COD,Shipped,Meera,,2
ORD030335,20/08/2023,2023-08-31,CUST02353,Neha Patel,Corporate,USA,Maharastra,Mumbai,,ABC123,P01071,Laptop ,Furniture,Chair,,17,3346.76,-0.1,62584.41200000001,2511.73,19885.0,31.77,standard ,228.29,,Shipped,Anjali,,2
ORD004006,01/05/2025,2025-04-30,CUST02921,Vikas ,Home Office,,,,East,,P00746,Chair X,Furniture,Table,Zen,13,890.26,0.38,7175.495599999999,713.99,-2106.37,-29.36,standard ,432.49,UPI,Cancelled,,No,5
ORD005069,"Jul 23, 2024",2024-08-07,CUST05647,Vikas Patel,Corporate,,Maharashtra,Delhi,,400001 ,P00441,Desk 2025,Office Supplies,Paper,,1,705.84,0.49,359.9784,464.21,-104.23,-28.95,standard ,461.56,Net Banking,Cancelled,Karan,Yes,5
ORD039790,2024-05-27,2024-06-03,CUST03366,Vikas Sharma,Consumer,,Tamil Nadu,Mumbai,South,400001 ,P02398,Mouse X,Technology,Phone,Acme,9,541.22,-0.1,5358.078000000001,341.04,2288.72,42.72,standard ,139.05,COD,Delivered,,No,5
ORD007636,"Dec 27, 2023",2024-01-01,CUST06393,Vikas ,Corporate,India,,Pune,North,ABC123,P00773,Phone ,Technology,Phone,Nova,15,1505.4,-0.1,24839.100000000002,782.88,13095.9,52.72,standard ,334.56,Cash,Cancelled,Anjali,Yes,1
ORD041658,"May 09, 2023",2023-05-20,CUST07584,Vikas ,Home Office,UAE,Karnataka,Mumbai,West,,P00953,Notebook X,Office Supplies,Paper,Zen,20,2705.27,-0.1,59515.94000000001,1476.04,29995.14,50.4,standard ,369.95,,Cancelled,,,1
ORD044403,2024-09-04,2024-09-06,CUST07049,John Sharma,Home Office,UAE,Gujarat,Chennai,North,959215,P02422,Notebook X,Furniture,Chair,,5,2166.33,1.2,-2166.3299999999995,1444.45,-9388.58,433.39,Express,444.78,COD,Shipped,,,
ORD040955,08/01/2025,2025-01-12,CUST13095, Singh, consumer ,India,, MUMBAI ,,,P01543,Desk X,Technology,Laptop,Prime,0,2045.78,1.2,-0.0,1008.92,-0.0,,Express,300.2,,Pending,Karan,No,4
ORD004519,2024-03-09,2024-03-12,CUST14453,Vikas , consumer ,india,,,North,ABC123,P01482,Chair Pro,Technology,Phone,Acme,10,4796.99,1.2,-9593.979999999996,3196.47,-41558.68,433.17,Standard,116.03,UPI,Pending,Rohit,Yes,
ORD044591,2024-05-25,2024-06-04,CUST13145,Rahul Singh, consumer ,,Karnataka,,East,400001 ,P00376,Notebook 2025,Technology,Laptop,Nova,4,1578.92,-0.1,6947.2480000000005,1019.93,2867.53,41.28,Standard,310.57,Cash,Delivered,Meera,Yes,
ORD014006,"Jan 07, 2025",2025-01-06,CUST13336,Neha Khan,Corporate,UAE,,Hydrabad,North,400001 ,P02529,Phone Max,Technology,Laptop,Acme,5,2676.66,0.11,11911.136999999999,1523.65,4292.89,36.04,Standard,281.22,Cash,Delivered,Meera,Yes,3
ORD039348,30/04/2025,2025-05-06,CUST03974,John Khan, consumer ,,,Mumbai,East,,P01741,Notebook X,Office Supplies,Paper,,3,2140.39,1.2,-1284.2339999999997,1682.66,-6332.21,493.07,standard ,340.75,Net Banking,Pending,,,2
ORD004962,"Mar 24, 2024",2024-03-23,CUST06990,Rahul Singh,Home Office,india,Tamil Nadu,,East,400001 ,P02771,Chair Max,Office Supplies,Paper,Prime,15,3026.49,1.2,-9079.469999999998,1698.0,-34549.47,380.52,Express,450.53,COD,Pending,,,2
ORD012827,"Apr 29, 2023",2023-04-28,CUST00538,Aditya ,Corporate,India,Delhi,Chennai,North,ABC123,P02590,Chair 2025,Furniture,Chair,Prime,18,3243.02,0.47,30938.4108,2473.22,-13579.55,-43.89,Express,354.82,UPI,Pending,,Yes,4
ORD018207,"May 23, 2024",2024-06-07,CUST01101,Vikas Patel, consumer ,india,Maharashtra,,,400001 ,P02130,Mouse Pro,Technology,Phone,Acme,10,4832.2,,48322.0,3422.09,14101.1,29.18,Express,138.23,COD,Cancelled,,Yes,1
ORD014444,2025-02-21,2025-02-19,CUST08153,Aditya Patel,Consumer,USA,Karnataka,Bengaluru,,ABC123,P02577,Chair X,Office Supplies,Paper,,7,328.28,-0.1,2527.7560000000003,141.22,1539.22,60.89,Express,445.3,Cash,Shipped,Anjali,No,2
ORD018873,10/02/2024,2024-02-24,CUST04495,Amit Singh,Home Office,USA,Delhi,,West,616373,P01541,Chair Pro,Technology,Phone,,8,1219.63,1.2,-1951.4079999999997,915.88,-9278.45,475.47,Standard,224.99,,Pending,Rohit,,Five
ORD011036,2025-04-26,2025-05-09,CUST10186,Sneha Patel, consumer ,INDIA,Karnataka,,North,667523,P00763,Chair ,Technology,Phone,,1,1141.83,,1141.83,471.05,670.78,58.75,standard ,277.76,UPI,Cancelled,,,5
ORD012539,12/04/2025,2025-04-17,CUST08590,Neha Patel,Home Office,India,Maharashtra,Chennai,,400001 ,P01087,Chair Max,Technology,Laptop,Nova,16,2505.11,-0.1,44089.93600000001,1147.09,25736.5,58.37,Same Day,119.34,Net Banking,Cancelled,Karan,No,3
ORD032592,18/11/2024,2024-11-20,CUST07309,John Khan, consumer ,USA,Maharastra,Pune,West,,P01619,Chair 2025,Office Supplies,Paper,Nova,4,4624.55,,18498.2,1888.29,10945.04,59.17,Same Day,281.21,Net Banking,Cancelled,,No,2
ORD026569,"Oct 11, 2023",2023-10-25,CUST10944,Priya ,Home Office,India,Tamil Nadu,Hydrabad,East,ABC123,P02731,Mouse Pro,Furniture,Table,Acme,5,2021.37,0.25,7580.137499999999,1579.73,-318.51,-4.2,Express,273.9,Card,Shipped,,Yes,5
